Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Media
14931443080,"Jun 27, 2025, 11:30:04 AM",Evening Run,Run,,2782,4.92,,,FALSE,,,activities/14931443080.gpx,,,2782,2500,4927.7,4.78,1.971,62.9,61.5,24.7,39.9,7.6,0,,,,,,,,,388,,,,,,,,,,,,,,0,,0,,1,5018.6,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.771,501.8,,,,,,,,,2.007,,,,,,,,,,
15030645909,"Jul 6, 2025, 11:46:09 PM",Morning Run,Run,,2954,5.36,,,FALSE,,,activities/15030645909.gpx,,,2954,2883,5363.4,3.94,1.86,64.6,65.9,16.5,53.3,9,0,,,,,,,,,422,,,,,,,,,,,,,,0,,0,,1,5454.9,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.816,436.5,,,,,,,,,1.892,,,,,,,,,,
15033762780,"Jul 7, 2025, 10:36:58 AM",Evening Run,Run,,2651,4.05,,,FALSE,,,activities/15033762780.gpx,,,2651,2201,4053.4,4.32,1.842,48.9,48.4,24.7,39.9,6.9,0,,,,,,,,,319,,,,,,,,,,,,,,0,,0,,1,4127.5,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.529,422.7,,,,,,,,,1.875,,,,,,,,,,
15044881850,"Jul 8, 2025, 11:30:44 AM",Evening Run,Run,,1543,2.84,,,FALSE,,,activities/15044881850.gpx,,,1543,1537,2839,3.37,1.847,33,33.2,24.7,39.9,7.6,0,,,,,,,,,224,,,,,,,,,,,,,,0,,0,,1,2889.4,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.84,518.9,,,,,,,,,1.88,,,,,,,,,,
15083293948,"Jul 9, 2025, 4:36:41 AM",Lunch Run,Run,,17449,3.18,,,FALSE,,,activities/15083293948.gpx,,,17449,714,3188.3,12.145,4.465,5.7,4.8,26.9,32.5,4.6,0,,,,,,,,,247,,,,,,,,,,,,,,0,,0,,1,3188.7,1752033536,5,28.7,28.9,24.7,0.79,1006.7,4,9.1,249,2.9,1752010368,1752056960,0.375,,,0.75,5,1,23433,6,,,,,0,0.183,1093.1,,,,,,,,,4.466,,,,,,,,,,
15083294866,"Jul 11, 2025, 10:01:00 PM",Morning Run,Run,,3149,5.34,,,FALSE,,,activities/15083294866.gpx,,,3149,2898,5339.8,3.99,1.843,66.2,90.5,16.8,64.9,14.9,-0.4,,,,,,,,,422,,,,,,,,,,,,,,0,,0,,1,5445.3,1752271232,3,25.4,27.5,23.9,0.91,1008.2,1.1,2.5,132,0.1,1752269568,1752316160,0.625,,,0.83,5,0.97,19493,0,,,,,0,1.696,1213.6,,,,,,,,,1.879,,,,,,,,,,
15101189143,"Jul 13, 2025, 1:28:54 PM",Night Run,Run,,2947,5.64,,,FALSE,,,activities/15101189143.gpx,,,2947,2772,5639.9,4.7,2.035,68.9,70.3,24.9,39.5,6.8,0,,,,,,,,,444,,,,,,,,,,,,,,0,,0,,1,5739.2,1752411648,2,27.4,29.2,24.4,0.84,1008.7,1.1,2.8,233,0,1752355968,1752402560,0.625,,,0.61,5,0.38,25354,0,,,,,0,1.914,0,,,,,,,,,2.07,,,,,,,,,,
15109235237,"Jul 14, 2025, 10:00:43 AM",Evening Run,Run,,3509,5.92,,,FALSE,,,activities/15109235237.gpx,,,3509,3104,5928.5,4,1.91,75,75.1,24.6,39.5,7.8,0,,,,,,,,,468,,,,,,,,,,,,,,0,,0,,1,6043,1752487168,3,28.9,30.1,24.2,0.76,1006.4,2.6,4.9,243,0.3,1752442496,1752488960,0.625,,,0.6,5,0.73,17188,0,,,,,0,1.69,375.5,,,,,,,,,1.947,,,,,,,,,,
15132651839,"Jul 16, 2025, 11:28:23 AM",Evening Run,Run,,3035,5.73,,,FALSE,,,activities/15132651839.gpx,,,3035,2922,5737.3,3.89,1.963,70.7,71.3,24.6,39.5,9.1,0,,,,,,,,,451,,,,,,,,,,,,,,0,,0,,1,5823.5,1752663552,5,26.5,28.4,24,0.86,1006.5,1.8,4,261,0.6,1752615296,1752661760,0.625,,,0.81,5,0.97,13162,0,,,,,0,1.89,0,,,,,,,,,1.993,,,,,,,,,,
15410511679,"Aug 10, 2025, 12:12:50 PM",Night Run,Run,,2676,5.14,,,FALSE,,,activities/15410511679.gpx,,,2676,2526,5145.6,4.72,2.037,61.8,57,24.6,39.5,7.5,0.1,,,,,,,,,405,,,,,,,,,,,,,,,,0,,1,5232.9,,,,,,,,,,,,,,,,,,,,,,,,,,,1.923,188.4,,,,6158,0,,,,2.072,,,,,,,,,,
15426368714,"Aug 11, 2025, 10:11:06 PM",Morning Run,Run,,2611,5,,,FALSE,,,activities/15426368714.gpx,,,2611,2293,5005.2,4.7,2.183,80.2,76.5,26.5,64.9,11.6,0.1,,,,,,,,,400,,,,,,,,,,,,,,,,0,,1,5168.3,,,,,,,,,,,,,,,,,,,,,,,,,,,1.917,992.6,,,,5886,0,,,,2.254,,,,,,,,,,
15438726776,"Aug 12, 2025, 10:49:35 PM",Morning Run,Run,,2451,5.36,,,FALSE,,,activities/15438726776.gpx,,,2451,2218,5368.6,4.92,2.42,69.3,74.1,26.1,64.9,14.7,-0.1,,,,,,,,,425,,,,,,,,,,,,,,,,0,,1,5485.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19,969.4,,,,5964,0,,,,2.473,,,,,,,,,,
15523721499,"Aug 20, 2025, 11:35:32 AM",Evening Run,Run,,2089,5.42,,,FALSE,,,activities/15523721499.gpx,,,2089,1920,5427.6,7.2,2.827,54.1,56.6,24.8,39.5,6.3,0,,,,,,,,,424,,,,,,,,,,,,,,,,0,,1,5479.7,,,,,,,,,,,,,,,,,,,,,,,,,,,2.598,0,,,,5364,0,,,,2.854,,,,,,,,,,
15534896586,"Aug 21, 2025, 11:10:25 AM",Evening Run,Run,,2065,5.13,,,FALSE,,,activities/15534896586.gpx,,,2065,1922,5129.6,6.12,2.669,56.5,56.6,24.8,39.5,6.5,0,,,,,,,,,402,,,,,,,,,,,,,,,,0,,1,5193,,,,,,,,,,,,,,,,,,,,,,,,,,,2.484,0,,,,5426,0,,,,2.702,,,,,,,,,,
15569326928,"Aug 24, 2025, 11:58:17 AM",Evening Run,Run,,2256,5.01,,,FALSE,,,activities/15569326928.gpx,,,2256,2043,5011.1,8.66,2.453,56.8,56.4,24.9,39.5,6.3,0,,,,,,,,,393,,,,,,,,,,,,,,,,0,,1,5078.7,,,,,,,,,,,,,,,,,,,,,,,,,,,2.221,0,,,,5688,0,,,,2.486,,,,,,,,,,
15648032252,"Aug 31, 2025, 11:35:09 AM",Evening Run,Run,,2649,5.06,,,FALSE,,,activities/15648032252.gpx,,,2649,2280,5067.6,4.46,2.223,56.6,56.7,24.6,39.5,10.3,0,,,,,,,,,398,,,,,,,,,,,,,,,,0,,1,5137,,,,,,,,,,,,,,,,,,,,,,,,,,,1.913,22.9,,,,6286,0,,,,2.253,,,,,,,,,,
15780665414,"Sep 11, 2025, 10:30:45 PM",Morning Run,Run,,2989,6.04,,,FALSE,,,activities/15780665414.gpx,,,2989,2563,6047.5,5.3,2.36,84.3,79.8,25.4,64.9,10.9,0.1,,,,,,,,,479,,,,,,,,,,,,,,,,0,,1,6189.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.023,1501.2,,,,6656,0,,,,2.415,,,,,,,,,,
15904730288,"Sep 23, 2025, 12:16:00 AM",Morning Run,Run,,2972,5.14,,,FALSE,,,activities/15904730288.gpx,,,2972,2534,5143.3,4.28,2.03,60.6,61.1,24.4,39.3,7,0,,,,,,,,,404,,,,,,,,,,,,,,,,0,,1,5225.6,,,,,,,,,,,,,,,,,,,,,,,,,,,1.731,547.5,,,,5984,0,,,,2.062,,,,,,,,,,
15915621129,"Sep 23, 2025, 10:58:31 PM",Morning Run,Run,,2233,5,,,FALSE,,,activities/15915621129.gpx,,,2233,1995,5002.6,6.38,2.508,67.3,69.6,25.1,64.9,12.2,0,,,,,,,,,397,,,,,,,,,,,,,,,,0,,1,5127.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24,1037,,,,5408,0,,,,2.57,,,,,,,,,,
15940704228,"Sep 26, 2025, 9:31:01 AM",Evening Run,Run,,2541,5.48,,,FALSE,,,activities/15940704228.gpx,,,2541,2427,5484.4,3.7,2.26,67.6,70.3,24.7,39.3,9.1,0,,,,,,,,,431,,,,,,,,,,,,,,,,0,,1,5571.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.158,0,,,,6398,0,,,,2.296,,,,,,,,,,
15947257780,"Sep 26, 2025, 10:28:16 PM",Morning Run,Run,,3915,8.75,,,FALSE,,,activities/15947257780.gpx,,,3915,3756,8753,3.9,2.33,119.6,123.2,24.6,64.9,13.2,0,,,,,,,,,692,,,,,,,,,,,,,,,,0,,1,8944.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.236,810.2,,,,10004,0,,,,2.381,,,,,,,,,,
15963525184,"Sep 28, 2025, 10:36:41 AM",Evening Run,Run,,2497,5,,,FALSE,,,activities/15963525184.gpx,,,2497,2279,5007.6,4.767,2.197,56.9,57.6,24.1,39.3,8,0,,,,,,,,,394,,,,,,,,,,,,,,,,0,,1,5086.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2.005,159.5,,,,6352,0,,,,2.232,,,,,,,,,,
15970543506,"Sep 28, 2025, 10:24:49 PM",Morning Run,Run,,2684,5.01,,,FALSE,,,activities/15970543506.gpx,,,2684,2499,5013.6,4.34,2.006,70.6,68.5,24.4,64.9,13.1,0.1,,,,,,,,,399,,,,,,,,,,,,,,,,0,,1,5155,,,,,,,,,,,,,,,,,,,,,,,,,,,1.868,890.2,,,,6300,0,,,,2.063,,,,,,,,,,
15981837213,"Sep 30, 2025, 12:36:55 AM",Morning Run,Run,,2693,5.12,,,FALSE,,,activities/15981837213.gpx,,,2693,2441,5123,8,2.099,56,60.1,24.7,39.3,6.9,-0.1,,,,,,,,,401,,,,,,,,,,,,,,,,0,,1,5180.8,,,,,,,,,,,,,,,,,,,,,,,,,,,1.902,306.1,,,,6334,0,,,,2.122,,,,,,,,,,
15992536966,"Sep 30, 2025, 10:29:35 PM",Morning Run,Run,,2448,5.06,,,FALSE,,,activities/15992536966.gpx,,,2448,2093,5060.3,7.94,2.418,67.4,67,25.4,64.9,13.2,0,,,,,,,,,401,,,,,,,,,,,,,,,,0,,1,5185.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.067,898.8,,,,5784,0,,,,2.477,,,,,,,,,,
16311064465,"Oct 31, 2025, 11:22:24 AM",Evening Run,Run,,2439,5.04,,,FALSE,,,activities/16311064465.gpx,,,2439,2152,5048.9,8.34,2.346,54.3,56.3,24.7,39.3,6.9,0,,,,,,,,,395,,,,,,,,,,,,,,,,0,,1,5107.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07,0,,,,5760,0,,,,2.373,,,,,,,,,,
16361944051,"Nov 5, 2025, 10:26:05 AM",Evening Run,Run,,2385,5.01,,,FALSE,,,activities/16361944051.gpx,,,2385,2244,5012.1,6.42,2.234,58.8,57,24.4,39.3,6.5,0,,,,,,,,,394,,,,,,,,,,,,,,,,0,,1,5095.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.102,35.7,,,,6090,0,,,,2.271,,,,,,,,,,
16371783564,"Nov 6, 2025, 9:09:08 AM",Afternoon Run,Run,,2743,5.57,,,FALSE,,,activities/16371783564.gpx,,,2743,2593,5575.5,6.3,2.15,67.8,70.3,24.7,39.3,8.6,0,,,,,,,,,438,,,,,,,,,,,,,,,,0,,1,5664.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2.033,0,,,,7084,0,,,,2.184,,,,,,,,,,
16382386406,"Nov 7, 2025, 10:11:42 AM",Evening Run,Run,,2319,5,,,FALSE,,,activities/16382386406.gpx,,,2319,2074,5007.8,6.62,2.415,57.9,57.1,24.4,39.3,6.8,0,,,,,,,,,394,,,,,,,,,,,,,,,,0,,1,5083.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.159,17.4,,,,5810,0,,,,2.451,,,,,,,,,,
16474010533,"Nov 16, 2025, 10:41:31 AM",Evening Run,Run,,2143,5,,,FALSE,,,activities/16474010533.gpx,,,2143,2018,5001.2,5.34,2.478,56.8,57,24.6,39.3,6.3,0,,,,,,,,,392,,,,,,,,,,,,,,,,0,,1,5067.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2.334,15.9,,,,5686,0,,,,2.511,,,,,,,,,,
16671453665,"Jul 16, 2025, 11:28:36 AM",Evening Run,Run,,1506,3.02,,,FALSE,,,activities/17760789205.fit.gz,,,1506,1487,3027.5,4.025,2.036,41.3,36,24.7,39.2,4.7,0.2,,,90,79,,,,,253,,,,,,,,,,,,,,,,0,,1,3093.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01,0,,,,3892,0,,,,2.08,,,,,,,,,,
16671455404,"Aug 12, 2025, 10:53:51 PM",Morning Run,Run,,10123,2.38,,,FALSE,,,activities/17760791139.fit.gz,,,10123,2552,2387.5,3.248,0.936,32,18,14,58.8,40.8,-0.1,,,87,67,,,,,171,,,,,,,,,,,,,,,,0,,1,2529.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.236,503.2,,,,3160,0,,,,0.991,,,,,,,,,,
16671455425,"Jul 24, 2025, 9:30:16 AM",Afternoon Run,Run,,3085,5.2,,,FALSE,,,activities/17760791084.fit.gz,,,3085,3083,5199,3.267,1.686,75,87,-300.2,130.8,11.8,7.7,,,119,70,,,,,371,,,,,,,,,,,,,,,,0,,1,5363.8,,,,,,,,,,,,,,,,,,,,,,,,,,,1.685,803.2,,,,6950,0,,,,1.74,,,,,,,,,,
16671457061,"Aug 13, 2025, 1:53:24 AM",Morning Run,Run,,3953,5.91,,,FALSE,,,activities/17760792769.fit.gz,,,3953,3944,5909.4,3.533,1.498,60,76,26.2,62,8.3,0.1,,,121,73,,,,,420,,,,,,,,,,,,,,,,0,,1,5976.6,,,,,,,,,,,,,,,,,,,,,,,,,,,1.495,870,,,,8002,0,,,,1.515,,,,,,,,,,
16671458734,"Sep 23, 2025, 10:53:57 PM",Morning Run,Run,,3057,5.51,,,FALSE,,,activities/17760794644.fit.gz,,,3057,2976,5510.1,3.557,1.852,63,86,43.4,95.4,20.9,-0.6,,,89,70,,,,,419,,,,,,,,,,,,,,,,0,,1,5645.9,,,,,,,,,,,,,,,,,,,,,,,,,,,1.802,1137.8,,,,7024,0,,,,1.897,,,,,,,,,,
16671460201,"Dec 4, 2025, 12:51:47 AM",Morning Weight Training,Weight Training,,1125,0,,,FALSE,,,activities/17760796203.fit.gz,,,1125,1125,0,0,0,0,0,0,0,0,0,,,,,,,,,115,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,16,,,,,,,,
16671460206,"Sep 28, 2025, 10:25:40 PM",Morning Run,Run,,17365,7.54,,,FALSE,,,activities/17760796208.fit.gz,,,17365,7117,7541,3.4,1.06,64,64,-11.2,34.4,36.2,0.1,,,89,70,,,,,474,,,,,,,,,,,,,,,,0,,1,7756.6,,,,,,,,,,,,,,,,,,,,,,,,,,,0.434,4270,,,,6060,0,,,,1.09,,,,,,,,,,
16682935432,"Dec 8, 2025, 10:32:02 AM",Evening Run,Run,,1882,5,,,FALSE,,,activities/16682935432.gpx,,,1882,1845,5002.2,5.28,2.711,67.6,56.7,24.7,39.3,6.3,0.2,,,,,,,,,396,,,,,,,,,,,,,,,,0,,1,5112.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.658,0,,,,4894,0,,,,2.771,,,,,,,,,,
16690325656,"Dec 8, 2025, 10:47:30 AM",Evening Run,Run,,1093,2.31,,,FALSE,,,activities/17779987783.fit.gz,,,1093,1007,2313.4,3.82,2.297,31,30,-2.8,13.4,18.2,0,,,94,85,,,,,257,,,,,,,,,,,,,,,,0,,1,2376.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2.117,0,,,,2782,0,,,,2.36,,,,,,,,,,
16690327342,"Dec 9, 2025, 1:56:27 AM",Morning Weight Training,Weight Training,,1796,0,,,FALSE,,,activities/17779989529.fit.gz,,,1796,1796,0,0,0,0,0,0,0,0,0,,,,,,,,,161,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,16,,,,,,,,
16692934180,"Dec 9, 2025, 2:27:23 AM",Morning Weight Training,Weight Training,,4987,0,,,FALSE,,,activities/17782642444.fit.gz,,,4987,4987,0,0,0,0,0,0,0,0,0,,,,,,,,,495,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,8,,,,,,,,
16753331229,"Dec 9, 2025, 1:56:04 AM",Morning Weight Training,Weight Training,,596664,0,,,FALSE,,,activities/16753331229.gpx,,,596664,596664,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,4,,,,,,,,
16753614327,"Dec 15, 2025, 11:50:51 PM",Morning Run,Run,,1940,5.09,,,FALSE,,,activities/16753614327.gpx,,,1940,1917,5098.7,4.42,2.66,66.5,60.6,24.7,39.2,6.7,0.1,,,,,,,,,402,,,,,,,,,,,,,,,,0,,1,5197.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2.628,0,,,,5150,0,,,,2.711,,,,,,,,,,
16771916702,"Dec 17, 2025, 10:40:55 PM",Morning Run,Run,,1969,5,,,FALSE,,,activities/16771916702.gpx,,,1969,1957,5001.9,4.32,2.556,76.8,72.4,26.4,64.9,12.8,0.1,,,,,,,,,399,,,,,,,,,,,,,,,,0,,1,5157.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54,818.6,,,,4912,0,,,,2.635,,,,,,,,,,
16837133517,"Dec 25, 2025, 1:13:39 PM",Night Run,Run,,2556,5.12,,,FALSE,,,activities/16837133517.gpx,,,2556,2398,5126.8,4.42,2.138,60.9,62.1,24.3,39.3,7.1,0,,,,,,,,,403,,,,,,,,,,,,,,,,0,,1,5209,,,,,,,,,,,,,,,,,,,,,,,,,,,2.006,276.3,,,,6438,0,,,,2.172,,,,,,,,,,
16888714098,"Dec 30, 2025, 10:39:19 PM",Morning Run,Run,,1813,4.17,,,FALSE,,,activities/16888714098.gpx,,,1813,1665,4174.9,6.81,2.507,41.1,45,24.3,39.3,40.6,0,,,,,,,,,327,,,,,,,,,,,,,,,,0,,1,4225.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.303,160.7,,,,4530,0,,,,2.538,,,,,,,,,,
16962963461,"Jan 6, 2026, 11:31:39 PM",Morning Run,Run,,4094,10.16,,,FALSE,,,activities/16962963461.gpx,,,4094,4014,10161.8,6.8,2.532,133.5,136.5,24.7,64.9,10.6,0,,,,,,,,,802,,,,,,,,,,,,,,,,0,,1,10365,,,,,,,,,,,,,,,,,,,,,,,,,,,2.482,863.4,,,,11064,0,,,,2.582,,,,,,,,,,
16974197780,"Jan 7, 2026, 11:53:28 PM",Morning Run,Run,,1937,5.01,,,FALSE,,,activities/16974197780.gpx,,,1937,1886,5015.4,4.88,2.659,77.1,78.7,24.7,64.9,10.1,0,,,,,,,,,399,,,,,,,,,,,,,,,,0,,1,5149.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.589,845.6,,,,5380,0,,,,2.73,,,,,,,,,,
16986189824,"Dec 15, 2025, 11:42:32 PM",Morning Run,Run,,2706,5.62,189,46,FALSE,,,activities/18079777706.fit.gz,,,2706,2651,5626,3.871,2.122,64,75,-33.6,41,18.8,0.9,,,90,77,189,147,,,524,,,46,,,,,,,,,,,,,0,,1,5722.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.079,429.5,,,,6834,0,,,,2.159,,,,,,,,,,
16987945569,"Jan 9, 2026, 9:16:30 AM",Evening Run,Run,,4015,10.3,,,FALSE,,,activities/16987945569.gpx,,,4015,3939,10303.8,11.36,2.616,133.2,136.7,24.7,64.9,10.9,0,,,,,,,,,813,,,,,,,,,,,,,,,,0,,1,10498.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.566,891,,,,11506,0,,,,2.665,,,,,,,,,,
17074826779,"Jan 16, 2026, 10:40:04 PM",Morning Run,Run,,3606,10,,,FALSE,,,activities/17074826779.gpx,,,3606,3563,10003.7,8.92,2.808,0,0,12.5,13.9,1.9,0,,,,,,,,,775,,,,,,,,,,,,,,,,0,,1,10006.7,,,,,,,,,,,,,,,,,,,,,,,,,,,2.774,10,,,,10130,0,,,,2.809,,,,,,,,,,
17327564877,"Feb 8, 2026, 11:23:31 AM",Evening Run,Run,,1818,5.01,,,FALSE,,,activities/17327564877.gpx,,,1818,1808,5015.8,4.46,2.774,68.1,56.6,24.7,39.3,8.7,0.2,,,,,,,,,397,,,,,,,,,,,,,,,,0,,1,5124.7,,,,,,,,,,,,,,,,,,,,,,,,,,,2.759,0,,,,5158,0,,,,2.834,,,,,,,,,,
17334958163,"Feb 8, 2026, 10:15:29 PM",21km,Run,,9509,21,,,FALSE,,,activities/17334958163.gpx,,,9509,8662,21001.6,7.1,2.425,130.2,127.1,56.9,78.2,15.9,0,,,,,,,,,1634,,,,,,,,,,,,,,,,0,,1,21105.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2.209,13638.8,,,,23686,0,,,,2.437,,,,,,,,,,
